RowId,Result
990,None
991,None
992,None
993,None
994,Medium
995,Medium
996,High
997,High
998,High
999,Medium
1000,Medium
1001,None
1002,None
1003,None
1004,None
1005,None
1006,None
1007,None
1008,None
1009,None
1010,None
1011,None
1012,None
1013,None
1014,None
1015,None
1016,None
1017,None
1018,None
1019,Low
1020,Medium
1021,Medium
1022,Medium
1023,Medium
1024,Medium
1025,None
1026,None
1027,None
1028,None
1029,None
1030,None
1031,None
1032,None
1033,None
1034,None
1035,None
1036,None
1037,None
1038,None
1039,None
1040,None
1041,None
1042,None
1043,None
1044,None
1045,None
1046,None
1047,None
1048,None
1049,None
1050,None
1051,None
1052,None
1053,None
1054,None
1055,None
1056,None
1057,None
1058,None
1059,None
1060,None
1061,None
1062,None
1063,None
1064,None
1065,None
1066,Medium
1067,Medium
1068,High
1069,High
1070,High
1071,Medium
1072,High
1073,Low
1074,None
1075,None
1076,None
1077,None
1078,None
1079,None
1080,None
1081,None
1082,None
1083,None
1084,None
1085,None
1086,None
1087,None
1088,None
1089,None
1090,Medium
1091,Medium
1092,Medium
1093,Medium
1094,Medium
1095,Medium
1096,None
1097,None
1098,None
1099,None
1100,None
1101,None
1102,None
1103,None
1104,None
1105,None
1106,None
1107,None
1108,None
1109,None
1110,None
1111,None
1112,None
1113,None
1114,None
1115,None
1116,None
1117,Low
1118,Medium
1119,Medium
1120,None
1121,None
1122,None
1123,None
1124,None
1125,None
1126,None
1127,None
1128,None
1129,None
1130,None
1131,None
1132,None
1133,None
1134,None
1135,None
1136,None
1137,None
1138,None
1139,High
1140,High
1141,Medium
1142,Medium
1143,Medium
1144,Low
1145,None
1146,None
1147,None
1148,None
1149,None
1150,None
1151,None
1152,None
1153,None
1154,None
1155,None
1156,None
1157,None
1158,None
1159,None
1160,None
1161,None
1162,Medium
1163,None
1164,None
1165,None
1166,None
1167,None
1168,None
1169,None
1170,None
1171,None
1172,None
1173,None
1174,None
1175,None
1176,None
1177,None
1178,None
1179,None
1180,None
1181,None
1182,None
1183,None
1184,None
1185,Medium
1186,Medium
1187,High
1188,High
1189,High
1190,High
1191,High
1192,Very_High
1193,None
1194,None
1195,None
1196,None
1197,None
1198,None
1199,None
1200,None
1201,None
1202,None
1203,None
1204,None
1205,None
1206,None
1207,None
1208,None
1209,Medium
1210,High
1211,Medium
1212,None
1213,None
1214,Medium
1215,High
1216,High
1217,None
1218,None
1219,None
1220,None
1221,None
1222,None
1223,None
1224,None
1225,None
1226,None
1227,None
1228,None
1229,None
1230,None
1231,None
1232,None
1233,Medium
1234,High
1235,High
1236,High
1237,High
1238,High
1239,High
1240,High
1241,Medium
1242,None
1243,None
1244,None
1245,None
1246,None
1247,None
1248,None
1249,None
1250,None
1251,None
1252,None
1253,None
1254,None
1255,None
1256,None
1257,High
1258,High
1259,High
1260,High
1261,High
1262,High
1263,High
1264,High
1265,Medium
1266,None
1267,None
1268,None
1269,None
1270,None
1271,None
1272,None
1273,None
1274,None
1275,None
1276,None
1277,None
1278,None
1279,None
1280,None
1281,None
1282,High
1283,High
1284,High
1285,High
1286,Medium
1287,Medium
1288,Medium
1289,None
1290,None
1291,None
1292,None
1293,None
1294,None
1295,None
1296,None
1297,None
1298,None
1299,None
1300,None
1301,None
1302,None
1303,None
1304,None
1305,None
1306,None
1307,Medium
1308,High
1309,High
1310,High
1311,Medium
1312,Medium
1313,None
1314,None
1315,None
1316,None
1317,None
1318,None
1319,None
1320,None
1321,None
1322,None
1323,None
1324,None
1325,None
1326,None
1327,None
1328,None
1329,Medium
1330,High
1331,Low
1332,High
1333,Medium
1334,High
1335,High
1336,High
1337,Medium
1338,None
1339,None
1340,None
1341,None
1342,None
1343,None
1344,None
1345,None
1346,None
1347,None
1348,None
1349,None
1350,None
1351,None
1352,None
1353,High
1354,None
1355,None
1356,None
1357,None
1358,None
1359,None
1360,Medium
1361,Medium
1362,None
1363,None
1364,None
1365,None
1366,None
1367,None
1368,None
1369,None
1370,None
1371,None
1372,None
1373,None
1374,None
1375,None
1376,None
1377,Medium
1378,High
1379,None
1380,Medium
1381,None
1382,Medium
1383,Medium
1384,High
1385,Low
1386,None
1387,None
1388,None
1389,None
1390,None
1391,None
1392,None
1393,None
1394,None
1395,None
1396,None
1397,None
1398,None
1399,None
1400,None
1401,None
1402,High
1403,High
1404,High
1405,High
1406,High
1407,High
1408,Medium
1409,None
1410,None
1411,None
1412,None
1413,None
1414,None
1415,None
1416,None
1417,None
1418,None
1419,None
1420,None
1421,None
1422,None
1423,None
1424,None
1425,None
1426,Medium
1427,Medium
1428,Medium
1429,Medium
1430,None
1431,None
1432,None
1433,None
1434,None
1435,None
1436,None
1437,None
1438,None
1439,None
1440,None
1441,None
1442,None
1443,None
1444,None
1445,None
1446,None
1447,None
1448,None
1449,None
1450,None
1451,Medium
1452,Medium
1453,Low
1454,None
1455,None
1456,None
1457,None
1458,None
1459,None
1460,None
1461,None
1462,None
1463,None
1464,None
1465,None
1466,None
1467,None
1468,None
1469,None
1470,None
1471,None
1472,None
1473,None
1474,Medium
1475,Low
1476,Medium
1477,Medium
1478,Medium
1479,Medium
1480,Medium
1481,None
1482,None
1483,None
1484,None
1485,None
1486,None
1487,None
1488,None
1489,None
1490,None
1491,None
1492,None
1493,None
1494,None
1495,None
1496,None
1497,Medium
1498,Medium
1499,Medium
1500,Medium
1501,High
1502,Very_High
1503,Very_High
1504,Medium
1505,Medium
1506,None
1507,None
1508,None
1509,None
1510,None
1511,None
1512,None
1513,None
1514,None
1515,None
1516,None
1517,None
1518,None
1519,None
1520,None
1521,None
1522,None
1523,Medium
1524,Medium
1525,Medium
1526,Medium
1527,Medium
1528,Medium
1529,Low
1530,None
1531,None
1532,None
1533,None
1534,None
1535,None
1536,None
1537,None
1538,None
1539,None
1540,None
1541,None
1542,None
1543,None
1544,None
1545,Medium
1546,Low
1547,Medium
1548,None
1549,None
1550,High
1551,High
1552,Medium
1553,Low
1554,None
1555,None
1556,None
1557,None
1558,None
1559,None
1560,None
1561,None
1562,None
1563,None
1564,None
1565,None
1566,None
1567,None
1568,None
1569,Medium
1570,High
1571,High
1572,Very_High
1573,Medium
1574,High
1575,Medium
1576,Medium
1577,None
1578,None
1579,None
1580,None
1581,None
1582,None
1583,None
1584,None
1585,None
1586,None
1587,None
1588,None
1589,None
1590,None
1591,None
1592,None
1593,Medium
1594,Medium
1595,Low
1596,Medium
1597,Medium
1598,Low
1599,Medium
1600,Medium
1601,Medium
1602,None
1603,None
1604,None
1605,None
1606,None
1607,None
1608,None
1609,None
1610,None
1611,None
1612,None
1613,None
1614,None
1615,None
1616,None
1617,None
1618,None
1619,Medium
1620,Medium
1621,Medium
1622,Low
1623,None
1624,None
1625,None
1626,None
1627,None
1628,None
1629,None
1630,None
1631,None
1632,None
1633,None
1634,None
1635,None
1636,None
1637,None
1638,None
1639,None
1640,None
1641,None
1642,None
1643,Medium
1644,None
1645,None
1646,Medium
1647,None
1648,Medium
1649,None
1650,None
1651,None
1652,None
1653,None
1654,None
1655,None
1656,None
1657,None
1658,None
1659,None
1660,None
1661,None
1662,None
1663,None
1664,None
1665,Medium
1666,Medium
1667,Medium
1668,Medium
1669,Medium
1670,Medium
1671,Medium
1672,None
1673,None
1674,None
1675,None
1676,None
1677,None
1678,None
1679,None
1680,None
1681,None
1682,None
1683,None
1684,None
1685,None
1686,None
1687,None
1688,None
1689,None
1690,None
1691,None
1692,None
1693,Low
1694,None
1695,None
1696,None
1697,None
1698,None
1699,None
1700,None
1701,None
1702,None
1703,None
1704,None
1705,None
1706,None
1707,None
1708,None
1709,None
1710,None
1711,None
1712,None
1713,Medium
1714,Medium
1715,None
1716,None
1717,Medium
1718,Medium
1719,None
1720,Low
1721,None
1722,None
1723,None
1724,None
1725,None
1726,None
1727,None
1728,None
1729,None
1730,None
1731,None
1732,None
1733,None
1734,None
1735,None
1736,None
1737,None
1738,None
1739,None
1740,Medium
1741,None
1742,Medium
1743,None
1744,None
1745,None
1746,None
1747,None
1748,None
1749,None
1750,None
1751,None
1752,None
1753,None
1754,None
1755,None
1756,None
1757,None
1758,None
1759,None
1760,None
1761,None
1762,Medium
1763,High
1764,Medium
1765,High
1766,Medium
1767,Low
1768,Medium
1769,None
1770,None
1771,None
1772,None
1773,None
1774,None
1775,None
1776,None
1777,None
1778,None
1779,None
1780,None
1781,None
1782,None
1783,None
1784,None
1785,None
1786,None
1787,Medium
1788,High
1789,Medium
1790,Medium
1791,Medium
1792,None
1793,None
1794,None
1795,None
1796,None
1797,None
1798,None
1799,None
1800,None
1801,None
1802,None
1803,None
1804,None
1805,None
1806,None
1807,None
1808,None
1809,None
1810,Medium
1811,High
1812,High
1813,Very_High
1814,Very_High
1815,Medium
1816,None
1817,None
1818,None
1819,None
1820,None
1821,None
1822,None
1823,None
1824,None
1825,None
1826,None
1827,None
1828,None
1829,None
1830,None
1831,None
1832,None
1833,High
1834,Very_High
1835,Very_High
1836,Medium
1837,Medium
1838,Very_High
1839,Very_High
1840,Very_High
1841,Medium
1842,None
1843,None
1844,None
1845,None
1846,None
1847,None
1848,None
1849,None
1850,None
1851,None
1852,None
1853,None
1854,None
1855,None
1856,None
1857,High
1858,Low
1859,Very_High
1860,Medium
1861,Medium
1862,Medium
1863,Medium
1864,None
1865,Medium
1866,None
1867,None
1868,None
1869,None
1870,None
1871,None
1872,None
1873,None
1874,None
1875,None
1876,None
1877,None
1878,None
1879,None
1880,None
1881,None
1882,None
1883,None
1884,None
1885,None
1886,None
1887,None
1888,None
1889,None
1890,None
1891,None
1892,None
1893,None
1894,None
1895,None
1896,None
1897,None
1898,None
1899,None
1900,None
1901,None
1902,None
1903,None
1904,None
1905,Medium
1906,Medium
1907,Medium
1908,Medium
1909,High
1910,Very_High
1911,Medium
1912,Medium
1913,None
1914,None
1915,None
1916,None
1917,None
1918,None
1919,None
1920,None
1921,None
1922,None
1923,None
1924,None
1925,None
1926,None
1927,None
1928,None
1929,Low
1930,High
1931,High
1932,None
1933,Medium
1934,Medium
1935,Medium
1936,Medium
1937,None
1938,None
1939,None
1940,None
1941,None
1942,None
1943,None
1944,None
1945,None
1946,None
1947,None
1948,None
1949,None
1950,None
1951,None
1952,None
1953,None
1954,None
1955,Medium
1956,Medium
1957,Medium
1958,Medium
1959,Medium
1960,Medium
1961,Medium
1962,None
1963,None
1964,None
1965,None
1966,None
1967,None
1968,None
1969,None
1970,None
1971,None
1972,None
1973,None
1974,None
1975,None
1976,None
1977,None
1978,Very_High
1979,Very_High
1980,Very_High
1981,Very_High
1982,Very_High
1983,Medium
1984,Medium
1985,None
1986,None
1987,None
1988,None
1989,None
1990,None
1991,None
1992,None
1993,None
1994,None
1995,None
1996,None
1997,None
1998,None
1999,None
2000,None
2001,High
2002,Medium
2003,Medium
2004,None
2005,Medium
2006,Medium
2007,Medium
2008,Medium
2009,None
2010,None
2011,None
2012,None
2013,None
2014,None
2015,None
2016,None
2017,None
2018,None
2019,None
2020,None
2021,None
2022,None
2023,None
2024,None
2025,None
2026,None
2027,High
2028,Low
2029,Low
2030,Medium
2031,High
2032,Medium
2033,None
2034,None
2035,None
2036,None
2037,None
2038,None
2039,None
2040,None
2041,None
2042,None
2043,None
2044,None
2045,None
2046,None
2047,None
2048,None
2049,None
2050,High
2051,Very_High
2052,Very_High
2053,High
2054,Medium
2055,High
2056,Medium
2057,Medium
2058,Medium
2059,None
2060,None
2061,None
2062,None
2063,None
2064,None
2065,None
2066,None
2067,None
2068,None
2069,None
2070,None
2071,None
2072,None
2073,None
2074,None
2075,Medium
2076,Medium
2077,Medium
2078,Medium
2079,Medium
2080,Medium
2081,Medium
2082,Medium
2083,None
2084,None
2085,None
2086,None
2087,None
2088,None
2089,None
2090,None
2091,None
2092,None
2093,None
2094,None
2095,None
2096,None
2097,None
2098,High
2099,High
2100,Very_High
2101,Very_High
2102,Very_High
2103,Very_High
2104,Very_High
2105,Medium
2106,Medium
2107,None
2108,None
2109,None
2110,None
2111,None
2112,None
2113,None
2114,None
2115,None
2116,None
2117,None
2118,None
2119,None
2120,None
2121,Medium
2122,Medium
2123,Medium
2124,High
2125,High
2126,High
2127,Medium
2128,Very_High
2129,Very_High
2130,Medium
2131,None
2132,None
2133,None
2134,None
2135,None
2136,None
2137,None
2138,None
2139,None
2140,None
2141,None
2142,None
2143,None
2144,None
2145,None
2146,None
2147,Medium
2148,Medium
2149,Medium
2150,Medium
2151,Medium
2152,Medium
2153,Medium
2154,None
2155,None
2156,None
2157,None
2158,None
2159,None
2160,None
2161,None
2162,None
2163,None
2164,None
2165,None
2166,None
2167,None
2168,None
2169,Medium
2170,High
2171,Very_High
2172,Very_High
2173,High
2174,Very_High
2175,Very_High
2176,Very_High
2177,Very_High
2178,Very_High
2179,None
2180,None
2181,None
2182,None
2183,None
2184,None
2185,None
2186,None
2187,None
2188,None
2189,None
2190,None
2191,None
2192,None
2193,High
2194,Very_High
2195,High
2196,Very_High
2197,High
2198,High
2199,High
2200,Medium
2201,None
2202,High
2203,None
2204,None
2205,None
2206,None
2207,None
2208,None
2209,None
2210,None
2211,None
2212,None
2213,None
2214,None
2215,None
2216,None
2217,Low
2218,Very_High
2219,High
2220,None
2221,Medium
2222,High
2223,Very_High
2224,High
2225,Medium
2226,None
2227,None
2228,None
2229,None
2230,None
2231,None
2232,None
2233,None
2234,None
2235,None
2236,None
2237,None
2238,None
2239,None
2240,None
2241,High
2242,High
2243,High
2244,Very_High
2245,Medium
2246,Very_High
2247,Very_High
2248,None
2249,High
2250,Medium
2251,None
2252,None
2253,None
2254,None
2255,None
2256,None
